unitid,opeid,instnm,stabbr,iheType,iheControl,pctNative,pctAsian,pctBlack,pctHispanic,pctIslander,pctWhite,pctMultRaces,pctFullTime,pctPartTime,pctPell,hbcu,pbi,annhi,tribal,aanapii,hsi,nanti,HBCU,PBI,ANNHI,TRIBAL,AANAPII,HSI,NANTI,state,awardedAmountsStudentAid,awardedAmountsInstitutional,awardedAmountsHbcu,awardedAmountsTccu,awardedAmountsMsi,awardedAmountsSip,awardedAmountsSaihe,awardedAmountsFipse,awardedAmountsProprietary,awards,ugFtPellEnrolled,ugFtNonPellEnrolled,ugPtPellEnrolled,ugPtNonPellEnrolled,gFtEnrolled,gPtEnrolled,distributed_to_more_than_enrolled,ugFtPellHeerRecipients,ugFtNonPellHeerRecipients,ugPtPellHeerRecipients,gFtHeerRecipients,gPtHeerRecipients,allStudentsHeerRecipients,a1InstitutionalDirectTotal,a2DirectUgFtPell,a2DirectUgFtNonPell,a2DirectUgPtPell,a2DirectUgPtNonPell,a2DirectGFt,a2DirectGPt,a2DirectTotal,a3DirectUgFtPell,a3DirectUgFtNonPell,a3DirectUgPtPell,a3DirectUgPtNonPell,a3DirectGFt,a3DirectGPt,a3DirectTotal,a4DirectUgFtPell,a4DirectUgFtNonPell,a4DirectUgPtPell,a4DirectUgPtNonPell,a4DirectGFt,a4DirectGPt,a4DirectTotal,minimumAwardUgFtPell,minimumAwardUgFtNonPell,minimumAwardUgPtPell,minimumAwardUgPtNonPell,minimumAwardGFt,minimumAwardGPt,minimumAward,maximumAwardUgFtPell,maximumAwardUgFtNonPell,maximumAwardUgPtPell,maximumAwardUgPtNonPell,maximumAwardGFt,maximumAwardGPt,maximumAward,ugFtPellGrantAmountTotal,ugFtNonPellGrantAmountTotal,ugPtPellGrantAmountTotal,ugPtNonPellGrantAmountTotal,gFtGrantAmountTotal,gPtGrantAmountTotal,allStudentsGrantAmountTotal,ugFtPellAverageHeerAmount,ugFtNonPellAverageHeerAmount,ugPtPellAverageHeerAmount,ugPtNonPellAverageHeerAmount,gFtAverageHeerAmount,gPtAverageHeerAmount,allStudentsAverageHeerAmount,nEnrolledStudentsNotEligibleTitleIV,pEnrolledStudentsNotEligibleTitleIV,nStudentsReceivedGrantsNotEligibleTitleIV,pStudentsGrantedHeerNotEligibleTitleIV,aiEnrolledStudentCount,aEnrolledStudentCount,bEnrolledStudentCount,hEnrolledStudentCount,nhEnrolledStudentCount,wEnrolledStudentCount,tmrEnrolledStudentCount,urEnrolledStudentCount,nrEnrolledStudentCount,ncrEnrolledStudentCount,mEnrolledStudentCount,woEnrolledStudentCount,ncgEnrolledStudentCount,tfoEnrolledStudentCount,tfyEnrolledStudentCount,aiReceivedAidGrant,aReceivedAidGrant,bReceivedAidGrant,hReceivedAidGrant,nhReceivedAidGrant,wReceivedAidGrant,tmrReceivedAidGrant,urReceivedAidGrant,nrReceivedAidGrant,ncrReceivedAidGrant,mReceivedAidGrant,woReceivedAidGrant,ncgReceivedAidGrant,tfoReceivedAidGrant,tfyReceivedAidGrant,aiTotalAmountOfGrants,aTotalAmountOfGrants,bTotalAmountOfGrants,hTotalAmountOfGrants,nhTotalAmountOfGrants,wTotalAmountOfGrants,tmrTotalAmountOfGrants,urTotalAmountOfGrants,nrTotalAmountOfGrants,ncrTotalAmountOfGrants,mTotalAmountOfGrants,woTotalAmountOfGrants,ncgTotalAmountOfGrants,tfoTotalAmountOfGrants,tfyTotalAmountOfGrants,aiAverageHeerfAward,aAverageHeerfAward,bAverageHeerfAward,hAverageHeerfAward,nhAverageHeerfAward,wAverageHeerfAward,tmrAverageHeerfAward,urAverageHeerfAward,nrAverageHeerfAward,ncrAverageHeerfAward,mAverageHeerfAward,woAverageHeerfAward,ncgAverageHeerfAward,tfoAverageHeerfAward,tfyAverageHeerfAward,enroll2021Ug,enroll2021UgW,enroll2021G,enroll2021GW,enroll2020Ug,enroll2020UgW,enroll2020G,enroll2020GW,enroll2019Ug,enroll2019UgW,enroll2019UgC,enroll2019UgSe,enroll2019G,enroll2019GW,MSI_Count,MSI_Flag
451565,04125400,Paul Mitchell the School-Austin,TX,Less Than 2 Year,Private For-Profit,0,0.01,0.166,0.23,0,0.492,0.054,0.995,0.005,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,104303,104302,0,0,0,0,0,0,201643,"P425E204565 (Student Aid) / $104,303|P425F203383 (Institutional Portion) / $104,302|P425Q210449 (Proprietary Institutions Grant Funds for Students) / $201,643",231,NA,NA,NA,NA,NA,0,38,NA,NA,NA,NA,56,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,90863.32,43129.8,0,0,0,0,133993.12,2391.14,2391.14,0,0,0,0,2391.14,2391.14,2391.14,0,0,0,0,2391.14,90863.32,43129.8,0,0,0,0,133993.12,2391.14,NA,NA,NA,NA,NA,2392.734285714286,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
229179,00364600,Texas Woman's University,TX,4 Year,Public,0.003,0.093,0.169,0.274,0.001,0.396,0.036,0.563,0.437,0.52,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,22495133,28433176,0,0,3390763,0,0,0,0,"P425E201305 (Student Aid) / $22,495,133|P425F202942 (Institutional Portion) / $28,433,176|P425L200638 (Minority Serving Institutions) / $3,390,763",3591,4167,1259,4537,2874,5090,0,3557,1279,714,1326,573,7966,449237,227000,9000,68000,4000,1000,0,309000,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,10,4,5.17,10,10,10,4,20292.85,17283.37,10116.8,9346.4,14896.2,8527.03,20292.85,6681850.27,2513321.11,1113430.3,829718.02,2168104.89,853034.77,14159459.36,1878.507244869272,1965.067326035966,1559.426190476191,1604.870444874275,1635.071561085973,1488.71687609075,1777.486738639217,329,0.01528952504879636,669,0.08398192317348732,88,2065,3581,6004,NA,8538,625,150,444,NA,NA,18883,NA,NA,11362,19,656,2120,2734,NA,2005,302,40,86,NA,NA,7306,NA,NA,4387,33003.66,984448.98,3993295.64,4710633.16,NA,3083460.16,521318.21,77054.68,213580.15,NA,NA,12477497.72,NA,NA,7663272.69,1737.034736842106,1500.684420731707,1883.630018867924,1722.982136064375,NA,1537.885366583541,1726.219238410596,1926.367,2483.49011627907,NA,NA,1707.842556802628,NA,NA,1746.813925233645,11390,247,7865,226,11804,208,7922,147,11861,172,938,10751,6726,121,1,1
485874,04249300,Salon Boutique Academy,TX,Less Than 2 Year,Private For-Profit,0.004,0.033,0.279,0.39,0,0.29,0.004,NA,NA,0.506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,49437,49436,0,0,0,0,0,0,85491,"P425E203156 (Student Aid) / $49,437|P425F201763 (Institutional Portion) / $49,436|P425Q210123 (Proprietary Institutions Grant Funds for Students) / $85,491",59,104,NA,74,NA,NA,0,32,NA,24,NA,NA,69,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,25480.29,0,21833.03,724.98,0,0,48038.3,1342.19,1000.98,1342.19,1000.98,0,0,1000.98,1342.19,1000.98,1342.19,1000.98,0,0,1342.19,42950.08,5004.9,32056.37,8007.84,0,0,88019.19,1342.19,NA,1335.682083333333,1000.98,NA,NA,1275.640434782609,25,0.08960573476702509,NA,NA,NA,NA,77,114,NA,75,NA,NA,NA,NA,NA,271,NA,162,NA,NA,NA,24,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,50,NA,NA,NA,31188.93,37194.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,63014.98,NA,NA,NA,1299.53875,1239.827,NA,1315.943076923077,NA,NA,NA,NA,NA,1274.661764705882,NA,1260.2996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
459949,04248500,Texas A&M University-San Antonio,TX,4 Year,Public,0.003,0.012,0.059,0.756,0.001,0.144,0.018,NA,NA,0.494,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,14788596,19868984,0,0,2196869,0,0,0,0,"P425E201699 (Student Aid) / $14,788,596|P425F200894 (Institutional Portion) / $19,868,984|P425L200033 (Minority Serving Institutions) / $2,196,869",2953,1996,1323,1872,243,469,0,1738,1054,644,81,106,4350,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,2.01,3.01,1,15,1,10.46,1,20244.77,15551.88,10850,19150,19998,9000,20244.77,4008055.69,2013518.07,1158598.06,1117486.73,186463.81,220443.37,8704565.73,2306.131006904488,1910.358700189753,1799.065310559006,1537.120674002751,2302.022345679012,2079.654433962264,2001.049593103448,1912,0.2158988256549232,656,0.1508045977011494,20,105,530,6625,NA,1217,154,26,169,NA,NA,5711,NA,NA,4981,11,50,300,3317,NA,501,80,7,80,NA,NA,2872,NA,NA,2480,16558.24,108744.14,733373.45,6605222.87,NA,860363.2,163190.8,13494.8,195449.23,NA,NA,5973883.5,NA,NA,5220251.94,1505.294545454546,2174.8828,2444.578166666667,1991.324350316551,NA,1717.291816367265,2039.885,1927.828571428571,2443.115375,NA,NA,2080.043001392758,NA,NA,2104.940298387097,7947,326,685,19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
223223,00494900,Baylor College of Medicine,TX,4 Year,Private Not-For-Profit,0.004,0.25,0.039,0.118,0.001,0.451,0.004,0.992,0.008,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,1071760,1176695,0,0,0,0,0,0,0,"P425E204561 (Student Aid) / $1,071,760|P425F203656 (Institutional Portion) / $1,176,695",NA,NA,NA,NA,1929,NA,0,NA,NA,NA,487,NA,492,330244,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,445,935.23,445,0,0,0,0,7935,5000,7935,0,0,0,0,1139958.99,11870.46,1151829.45,NA,NA,NA,NA,2340.778213552361,NA,2341.116768292683,1234,0.6341212744090442,125,0.2540650406504065,9,489,89,230,NA,822,NA,7,234,229,806,1082,229,1199,689,NA,105,32,68,NA,240,NA,NA,39,NA,NA,272,NA,343,NA,NA,242563.41,87093.22,167473.97,NA,546777.7,NA,NA,88500,NA,NA,620571.6,NA,799353.49,NA,6935.23,2310.127714285714,2721.663125,2462.8525,NA,2278.240416666667,NA,1290.153333333333,2269.230769230769,690.115,2430.63128440367,2281.513235294118,690.115,2330.476647230321,2388.406326530612,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
443322,03612400,Valley Grande Institute for Academic Studies,TX,Less Than 2 Year,Private Not-For-Profit,0,0.003,0.007,0.987,0,0.003,0,NA,NA,0.723,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,1195609,1658882,0,0,0,0,0,77966,0,"P425E202242 (Student Aid) / $1,195,609|P425F200221 (Institutional Portion) / $1,658,882|P425N200840 (Fund for the Improvement of Postsecondary Education) / $77,966",161,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,66,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,51200,0,0,0,0,0,51200,NA,NA,NA,NA,NA,NA,775.7575757575758,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11,NA,NA,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,8800,NA,NA,9600,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,800,NA,NA,800,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
369783,03019800,PCI Health Training Center,TX,Less Than 2 Year,Private For-Profit,0.013,0.011,0.246,0.487,0.002,0.174,0.049,NA,NA,0.775,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,638116,638116,0,0,0,0,0,0,1025741,"P425E202068 (Student Aid) / $638,116|P425F200124 (Institutional Portion) / $638,116|P425Q210024 (Proprietary Institutions Grant Funds for Students) / $1,025,741",457,NA,NA,NA,NA,NA,0,351,NA,NA,NA,NA,385,81450,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,818600,54600,0,0,0,0,873200,1000,1000,0,0,0,0,1000,2600,1000,0,0,0,0,2600,895808,58842,0,0,0,0,954650,2552.159544159544,NA,NA,NA,NA,NA,2479.61038961039,34,0.05811965811965812,16,0.04155844155844156,8,NA,157,22,NA,357,23,13,NA,NA,NA,554,NA,NA,347,8,NA,93,7,NA,244,18,11,NA,NA,NA,369,NA,NA,232,20345,NA,249453,18224,NA,583065,46618,29845,NA,NA,NA,917380,NA,NA,552346,2543.125,NA,2682.290322580645,2603.428571428572,NA,2389.610655737705,2589.888888888889,2713.181818181818,NA,NA,NA,2486.124661246613,NA,NA,2380.801724137931,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
116350,02255400,International School of Cosmetology,CA,Less Than 2 Year,Private For-Profit,0.05,0.125,0.079,0.375,0.008,0.317,0.017,NA,NA,0.587,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,272633,272633,0,0,0,0,0,0,296083,"P425E204737 (Student Aid) / $272,633|P425F203562 (Institutional Portion) / $272,633|P425Q210546 (Proprietary Institutions Grant Funds for Students) / $296,083",90,NA,NA,NA,NA,NA,0,90,NA,NA,NA,NA,125,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,145000,31400,0,0,0,0,176400,1500,783,0,0,0,0,783,1500,1000,0,0,0,0,1500,145000,31400,0,0,0,0,176400,1611.111111111111,NA,NA,NA,NA,NA,1411.2,32,0.196319018404908,7,0.056,10,16,NA,62,NA,67,NA,NA,NA,NA,NA,135,NA,87,NA,7,14,NA,52,NA,49,NA,NA,NA,NA,NA,111,NA,NA,74,9500,22700,NA,79100,NA,58800,NA,NA,NA,NA,NA,143100,NA,NA,85600,1357.142857142857,1621.428571428571,NA,1521.153846153846,NA,1200,NA,NA,NA,NA,NA,1289.189189189189,NA,1500,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
223472,02144800,Vet Tech Institute of Houston,TX,2 Year,Private For-Profit,0,0.01,0.11,0.42,0.002,0.337,0.069,NA,NA,0.636,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,251015,251015,0,0,0,0,0,0,417419,"P425E202856 (Student Aid) / $251,015|P425F204506 (Institutional Portion) / $251,015|P425Q210479 (Proprietary Institutions Grant Funds for Students) / $417,419",237,NA,NA,NA,NA,NA,0,189,NA,NA,NA,NA,265,82255,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,207907,90573,0,0,0,0,298480,500,500,0,0,0,0,500,2500,3000,0,0,0,0,3000,303004,131996,0,0,0,0,435000,1603.195767195767,NA,NA,NA,NA,NA,1641.509433962264,4,0.008547008547008548,NA,NA,NA,4,53,198,NA,150,31,28,NA,NA,NA,421,NA,NA,366,NA,NA,31,129,NA,69,15,17,NA,NA,NA,238,NA,NA,195,NA,NA,49500,207000,NA,119500,26500,27000,NA,NA,NA,389500,NA,NA,314500,NA,1750,1596.774193548387,1604.651162790698,NA,1731.884057971014,1766.666666666667,1588.235294117647,NA,NA,NA,1636.55462184874,NA,NA,1612.820512820513,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
226152,00965100,Texas A & M International University,TX,4 Year,Public,0.001,0.008,0.014,0.872,0,0.054,0.004,NA,NA,0.76,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,24205757,31472607,0,0,3479102,0,0,0,0,"P425E201407 (Student Aid) / $24,205,757|P425F201024 (Institutional Portion) / $31,472,607|P425L200042 (Minority Serving Institutions) / $3,479,102",4606,1811,911,1234,1533,548,0,3018,880,859,592,127,6082,1480000,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,519,600,600,600,400,800,400,24400,13896,10600,10399,15307.08,9400,24400,7798931.97,1655586,1653480.25,641426.59,1133254.82,161389,13044068.63,2584.139155069583,1881.347727272727,1924.889697322468,1058.459719471947,1914.28179054054,1270.779527559055,2144.700531075304,2273,0.2135676031194212,774,0.1272607694837224,NA,102,176,9467,NA,629,48,48,165,NA,NA,6575,NA,NA,7723,NA,25,69,6141,NA,154,NA,16,94,NA,NA,4249,NA,NA,4977,NA,41432,122511,12429244.08,NA,247058.55,NA,31268,142556,NA,NA,8692848.26,NA,NA,10026073.83,NA,1657.28,1775.521739130435,2023.977215437225,NA,1604.276298701299,1649.9375,1954.25,1516.553191489362,NA,NA,2045.857439397505,NA,NA,2014.481380349608,8562,174,2081,111,8759,168,1800,74,8844,148,1211,7485,1528,53,1,1
226383,00358600,Lubbock Christian University,TX,4 Year,Private Not-For-Profit,0.006,0.012,0.051,0.211,0.003,0.65,0.009,0.728,0.272,0.337,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,3481916,4412383,0,0,0,0,0,0,0,"P425E201076 (Student Aid) / $3,481,916|P425F203326 (Institutional Portion) / $4,412,383",371,590,247,362,173,195,0,298,326,197,94,108,1223,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,100,100,100,100,100,100,100,23960,24260,11583,6823,6500,4800,24260,891844,574184,599738,333070,198899,172956,2770691,2992.7651006711412,1761.300613496933,3044.355329949239,1665.35,2115.946808510638,1601.444444444444,2265.487326246934,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1569,240,360,56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
227331,00359800,Our Lady of the Lake University,TX,4 Year,Private Not-For-Profit,0.002,0.008,0.111,0.637,0.001,0.131,0.014,0.887,0.113,0.627,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,5135525,6455939,0,0,749322,0,0,0,0,"P425E200206 (Student Aid) / $5,135,525|P425F200296 (Institutional Portion) / $6,455,939|P425L200081 (Minority Serving Institutions) / $749,322",858,515,94,74,1666,251,0,762,389,56,836,60,2132,14200,151714,52274,7500,2025,151441,6200,371154,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,100,175,100,100,56,100,56,10961,13474,13747,3415,9408,6400,13747,1560564,765975,93304,36056,1524312,83216,4063427,2047.984251968504,1969.087403598972,1666.142857142857,1243.310344827586,1823.33971291866,1386.933333333333,1905.922607879925,NA,0,NA,0,6,28,379,2245,NA,492,9,295,NA,NA,NA,2616,NA,2060,NA,NA,13,223,1536,NA,223,6,126,NA,NA,NA,1579,NA,NA,1128,NA,32175,473398.83,2953579.66,NA,343480.29,5325,248507.23,NA,NA,NA,2956968.22,NA,NA,2262194.4,1392.1,2475,2122.86470852018,1922.903424479167,NA,1540.270358744395,887.5,1972.279603174603,NA,NA,NA,1872.684116529449,NA,1794.055886454183,NA,1541,38,1917,58,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228796,00366100,The University of Texas at El Paso,TX,4 Year,Public,0.002,0.01,0.027,0.821,0.002,0.068,0.007,0.649,0.351,0.648,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,63553818,81815274,0,0,9192615,0,0,0,0,"P425E200084 (Student Aid) / $63,553,818|P425F201833 (Institutional Portion) / $81,815,274|P425L200068 (Minority Serving Institutions) / $9,192,615",10917,5733,4009,5224,2920,2716,0,9169,3176,2891,2065,1065,20020,3396113.959999999,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,500,425,500,500,500,500,425,6100,5794.69,6262.4,5400,4900,4300,6262.4,24685370.91,5368584.55,6159362.17,2455276.33,4453257.81,1864521.75,44986373.52,2692.26425019086,1690.360374685138,2130.529979245935,1484.447599758162,2156.541312348668,1750.724647887324,2247.071604395604,6852,0.2173926837780386,1907,0.09525474525474525,54,309,845,26026,49,2109,220,237,1651,19,NA,17766,NA,NA,20503,28,171,462,17161,30,997,119,135,910,7,NA,11778,NA,NA,13747,63700,355400,929203,39563147.47,69448.79,2056169.67,238000,280850,1420154.59,10300,NA,27078240.41,NA,NA,31330931.53,2275,2078.362573099415,2011.261904761905,2305.41037643494,2314.959666666667,2062.356740220662,2000,2080.37037037037,1560.60943956044,1471.428571428571,NA,2299.052505518764,NA,NA,2279.110462646396,25883,757,5636,59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
228644,00365900,The University of Texas Health Science Center at San Antonio,TX,4 Year,Public,0.002,0.138,0.052,0.366,0.001,0.364,0.026,0.866,0.134,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,1,0,TEXAS,3569867,4217279,0,0,591675,0,0,0,0,"P425E200727 (Student Aid) / $3,569,867|P425F202323 (Institutional Portion) / $4,217,279|P425L200529 (Minority Serving Institutions) / $591,675",338,752,24,174,3017,447,0,305,288,14,2070,84,2771,0,0,0,0,0,935,0,935,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,566,566,566,566,65,560,65,1566,1566,1566,1566,1566,1560,1566,320916,280866,14358,10132,2107138,64491,2797901,1052.183606557377,975.2291666666666,1025.571428571429,1013.2,1017.941062801932,767.75,1009.708047636232,1184,0.2491582491582492,258,0.09310718152291592,7,700,257,1731,NA,1674,131,103,145,NA,NA,2950,NA,3023,NA,NA,482,152,1060,NA,871,77,50,76,NA,NA,1797,NA,1507,NA,NA,509088,157608,1065203.5,NA,857778.5,75950,50652,76566,NA,NA,1810081,NA,1443586,NA,1373.333333333333,1056.199170124481,1036.894736842105,1004.908962264151,NA,984.8203214695752,986.3636363636364,1013.04,1007.447368421053,NA,NA,1007.279354479688,NA,957.9203715992037,NA,1288,29,3431,53,1198,35,3346,44,1224,46,522,656,3211,38,1,1
229832,00954900,Western Texas College,TX,2 Year,Public,0.002,0.076,0.037,0.288,0,0.542,0.032,NA,NA,0.201,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,1618407,2463204,0,0,250310,0,0,0,0,"P425E204150 (Student Aid) / $1,618,407|P425F204917 (Institutional Portion) / $2,463,204|P425L200512 (Minority Serving Institutions) / $250,310",229,363,NA,154,NA,NA,0,86,50,7,NA,NA,146,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,332.5,0,0,0,0,0,332.5,1904.5,1904.5,1904.5,1904.5,0,0,1904.5,167070.86,95225.5,0,0,0,0,262296.36,1942.684418604651,1904.51,0,NA,NA,NA,1796.550410958904,277,0.3122886133032695,27,0.1849315068493151,NA,NA,77,386,NA,326,23,NA,72,NA,504,NA,NA,NA,661,NA,NA,20,47,NA,39,23,NA,NA,NA,NA,97,NA,NA,127,NA,NA,38090,89511.5,NA,74275.5,43803.5,NA,NA,NA,NA,184736.5,NA,NA,241871.5,NA,NA,1904.5,1904.5,NA,1904.5,1904.5,NA,1904.5,NA,1904.5,NA,NA,NA,1904.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
246345,02320200,Houston Graduate School of Theology,TX,4 Year,Private Not-For-Profit,0,0.007,0.618,0.086,0,0.224,0.007,0.489,0.511,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,TEXAS,48722,0,0,0,0,0,0,82320,0,"P425E205636 (Student Aid) / $48,722|P425N200855 (Fund for the Improvement of Postsecondary Education) / $82,320",NA,NA,NA,NA,NA,76,0,NA,NA,NA,6,NA,11,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,0,0,0,0,3463.73,3463.73,3463.73,0,0,0,0,3463.73,3463.73,3463.73,0,0,0,0,20782,17319,38101,NA,NA,NA,NA,3463.666666666667,NA,3463.727272727273,16,0.124031007751938,NA,NA,NA,NA,80,11,NA,32,NA,NA,NA,NA,NA,85,NA,126,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3463.666666666667,3464,NA,3464,NA,NA,NA,NA,NA,3463.7,NA,3463.727272727273,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
229540,00366200,Victoria College,TX,2 Year,Public,0.003,0.019,0.06,0.507,0.001,0.387,0.018,NA,NA,0.508,0,0,0,0,0,1,0,0,0,0,0,0,1,0,TEXAS,5013303,6739248,0,0,650232,0,0,0,0,"P425E201251 (Student Aid) / $5,013,303|P425F202034 (Institutional Portion) / $6,739,248|P425L200275 (Minority Serving Institutions) / $650,232",NA,833,899,4931,NA,NA,0,395,NA,439,NA,NA,1664,36050,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,500,500,488,397,0,0,397,4100,4100,4100,4100,0,0,4100,955544,680218,817713,844474,0,0,3297949,2419.098734177215,NA,1862.671981776765,1608.521904761905,NA,NA,1981.940504807692,5026,0.6847411444141689,584,0.3509615384615384,45,89,367,3023,NA,2556,96,650,NA,511,2860,3969,511,3256,3573,7,23,143,947,NA,494,27,17,NA,NA,NA,1176,NA,835,NA,17425,42700,285660,1947282,NA,912107,54925,27825,NA,NA,NA,2436649,NA,1714412,NA,2489.285714285714,1856.521739130435,1997.622377622378,2056.26399155227,NA,1846.37044534413,2034.259259259259,1636.764705882353,NA,2000,1763.505154639175,2071.980442176871,2000,2053.188023952096,1909.851089588378,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1
443021,03682400,Dallas Barber & Stylist College,TX,Less Than 2 Year,Private For-Profit,0,0,0.864,0.1,0,0.036,0,NA,NA,0.852,0,0,0,0,0,0,0,0,0,0,0,0,0,0,TEXAS,108741,108740,0,0,0,0,0,0,74162,"P425E205777 (Student Aid) / $108,741|P425F205095 (Institutional Portion) / $108,740|P425Q211361 (Proprietary Institutions Grant Funds for Students) / $74,162",NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,40,1800,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,0,900,900,0,0,0,0,1800,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,2700,2700,0,0,0,0,5400,NA,NA,NA,NA,NA,NA,135,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,36,NA,NA,NA,22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,30600,NA,NA,NA,18000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,850,NA,NA,NA,818.1818181818181,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
